Jahr,Bezirk,Geschlecht,Alter_Gruppe,Burgenland,Kaernten,Niederoesterreich,Oberoesterreich,Salzburg,Steiermark,Tirol,Vorarlberg,Wien,Ausland,Unbekannt
2008,1010,1,1,0,1,9,1,0,4,0,0,207,39,0
2008,1010,1,2,0,1,3,2,1,1,0,0,202,44,0
2008,1010,1,3,0,2,7,4,1,0,1,2,198,40,1
2008,1010,1,4,2,2,7,3,2,3,1,2,201,72,3
2008,1010,1,5,2,1,18,6,3,6,4,1,253,138,2
2008,1010,1,6,1,6,9,16,10,15,5,0,277,176,2
2008,1010,1,7,3,16,26,17,10,28,5,10,258,207,0
2008,1010,1,8,5,16,41,32,6,30,9,4,324,212,0
2008,1010,1,9,4,19,37,31,10,35,12,8,322,228,3
2008,1010,1,10,9,26,43,26,13,18,10,8,326,178,4
2008,1010,1,11,7,17,28,20,11,36,12,6,270,223,9
2008,1010,1,12,6,15,38,32,12,28,6,4,236,215,14
2008,1010,1,13,8,14,47,32,17,28,16,5,302,197,21
2008,1010,1,14,10,9,44,14,8,19,7,3,301,172,20
2008,1010,1,15,7,2,25,9,2,8,3,0,106,95,15
2008,1010,1,16,0,1,35,11,1,13,1,2,107,83,22
2008,1010,1,17,6,1,35,11,4,16,2,4,154,96,68
2009,1010,1,1,0,1,9,1,0,3,0,0,207,44,0
2009,1010,1,2,0,1,5,1,1,1,0,0,207,50,0
2009,1010,1,3,0,0,6,5,0,0,1,1,198,38,0
2009,1010,1,4,3,2,9,5,1,2,2,2,200,53,3
2009,1010,1,5,3,3,19,6,5,8,4,0,249,136,2
2009,1010,1,6,2,6,13,10,11,14,4,1,251,153,3
2009,1010,1,7,1,13,21,19,12,21,3,9,254,193,0
2009,1010,1,8,5,17,37,23,7,23,10,2,303,191,0
2009,1010,1,9,2,18,37,29,14,27,13,8,331,212,3
2009,1010,1,10,10,26,41,25,12,29,8,7,329,174,4
2009,1010,1,11,6,19,32,22,10,31,12,5,280,214,5
2009,1010,1,12,6,14,35,32,13,34,9,4,230,199,10
2009,1010,1,13,9,13,43,36,17,27,14,5,276,214,19
2009,1010,1,14,10,12,52,15,11,17,7,2,330,186,16
2009,1010,1,15,7,4,21,9,2,9,3,1,122,104,11
2009,1010,1,16,2,0,34,11,2,11,1,2,105,79,18
2009,1010,1,17,6,1,40,11,3,18,3,4,169,98,48
2010,1010,1,1,0,2,7,2,0,3,0,0,233,36,0
2010,1010,1,2,0,1,3,1,0,1,1,0,203,56,0
2010,1010,1,3,0,0,8,3,1,0,0,1,211,40,0
2010,1010,1,4,1,1,9,4,1,1,2,2,207,58,1
2010,1010,1,5,3,2,17,5,9,9,4,1,222,122,1
2010,1010,1,6,4,6,18,22,7,14,5,2,248,151,2
2010,1010,1,7,1,7,21,14,11,25,6,4,230,178,0
2010,1010,1,8,4,21,33,22,11,20,10,6,289,203,0
2010,1010,1,9,4,19,34,31,11,30,11,6,317,197,1
2010,1010,1,10,7,22,41,20,12,36,8,5,326,176,1
2010,1010,1,11,8,21,30,25,8,24,12,6,300,199,6
2010,1010,1,12,4,13,36,25,11,29,9,3,237,215,7
2010,1010,1,13,7,12,40,33,17,21,12,5,258,195,17
2010,1010,1,14,11,10,55,17,16,25,7,3,329,188,16
2010,1010,1,15,7,5,24,10,1,12,4,1,162,118,5
2010,1010,1,16,3,1,22,11,3,9,1,1,97,77,11
2010,1010,1,17,6,1,50,11,3,19,3,4,176,108,33
2011,1010,1,1,0,1,13,1,0,2,0,0,228,52,0
2011,1010,1,2,0,2,3,1,0,3,0,0,186,57,0
2011,1010,1,3,0,0,9,3,1,0,0,0,206,49,0
2011,1010,1,4,0,0,10,4,0,2,3,3,210,55,1
2011,1010,1,5,4,1,15,13,6,5,3,3,225,109,0
2011,1010,1,6,4,8,21,16,9,16,7,2,241,143,1
2011,1010,1,7,4,7,19,18,11,21,5,4,226,174,0
2011,1010,1,8,4,18,26,17,9,25,9,5,254,200,0
2011,1010,1,9,5,17,36,31,11,29,13,6,324,210,1
2011,1010,1,10,5,22,34,27,16,33,9,5,315,178,0
2011,1010,1,11,7,21,32,26,6,24,9,9,313,180,3
2011,1010,1,12,5,14,28,23,14,27,10,4,246,195,2
2011,1010,1,13,9,10,40,33,13,25,11,4,256,210,7
2011,1010,1,14,9,11,51,19,16,24,9,5,302,172,11
2011,1010,1,15,10,6,29,11,4,14,5,1,197,120,7
2011,1010,1,16,3,1,22,11,2,9,1,0,97,73,5
2011,1010,1,17,7,1,52,12,3,19,3,5,189,119,12
2012,1010,1,1,0,2,12,1,0,3,0,0,234,61,0
2012,1010,1,2,0,1,4,1,0,3,0,0,173,63,0
2012,1010,1,3,0,0,9,2,1,0,0,1,200,59,0
2012,1010,1,4,0,0,9,3,0,3,2,3,214,64,1
2012,1010,1,5,4,4,17,13,6,6,3,4,231,102,0
2012,1010,1,6,4,5,26,9,8,14,5,2,231,151,1
2012,1010,1,7,4,4,16,19,9,15,4,5,239,170,0
2012,1010,1,8,2,14,27,20,7,23,5,6,245,196,0
2012,1010,1,9,5,18,35,28,9,33,14,4,309,210,0
2012,1010,1,10,6,18,35,24,11,35,11,5,310,197,1
2012,1010,1,11,8,24,34,25,11,24,8,6,315,165,3
2012,1010,1,12,5,14,25,21,11,30,9,6,246,194,2
2012,1010,1,13,9,13,34,30,12,27,9,2,242,198,5
2012,1010,1,14,9,12,48,24,17,24,12,7,265,170,12
2012,1010,1,15,10,5,31,12,4,17,5,2,242,134,7
2012,1010,1,16,4,3,26,11,2,7,2,0,95,84,6
2012,1010,1,17,7,1,47,12,2,20,2,5,183,112,9
2013,1010,1,1,0,0,13,1,2,2,0,0,240,49,0
2013,1010,1,2,0,1,7,1,0,4,0,0,171,63,0
2013,1010,1,3,0,0,5,2,1,0,1,0,194,67,0
2013,1010,1,4,0,0,13,5,0,0,1,5,212,57,0
2013,1010,1,5,4,4,15,15,5,7,3,1,234,125,1
2013,1010,1,6,3,7,22,16,8,13,5,3,221,155,1
2013,1010,1,7,8,6,17,12,6,14,5,2,235,168,1
2013,1010,1,8,1,14,29,23,9,23,3,8,225,182,0
2013,1010,1,9,5,16,28,29,4,36,13,5,295,185,0
2013,1010,1,10,6,14,34,29,12,33,11,4,310,212,1
2013,1010,1,11,6,28,43,24,19,17,9,8,315,166,2
2013,1010,1,12,6,16,26,22,10,32,9,6,250,198,3
2013,1010,1,13,6,11,31,26,10,27,6,2,211,205,4
2013,1010,1,14,10,12,36,24,16,23,15,5,278,173,12
2013,1010,1,15,8,7,38,14,7,18,7,3,281,140,7
2013,1010,1,16,6,4,25,10,1,7,3,0,93,80,6
2013,1010,1,17,5,1,47,15,3,19,1,5,180,118,9
2014,1010,1,1,0,1,10,2,1,2,0,0,257,48,2
2014,1010,1,2,0,1,4,1,0,3,0,0,167,67,2
2014,1010,1,3,0,2,6,1,0,2,1,0,190,74,3
2014,1010,1,4,0,0,7,7,0,1,1,2,198,68,1
2014,1010,1,5,2,6,19,10,5,10,3,2,228,118,3
2014,1010,1,6,3,7,24,15,8,9,5,4,229,144,2
2014,1010,1,7,6,7,16,18,8,13,6,4,217,156,4
2014,1010,1,8,2,12,26,21,8,22,3,6,222,175,2
2014,1010,1,9,5,18,28,22,7,25,12,3,275,179,6
2014,1010,1,10,3,13,35,29,11,38,10,6,317,224,5
2014,1010,1,11,5,26,42,28,20,23,8,5,314,153,2
2014,1010,1,12,7,19,33,25,10,24,7,4,268,189,3
2014,1010,1,13,7,11,35,24,9,30,7,5,213,182,2
2014,1010,1,14,9,10,32,28,16,22,13,4,244,180,11
2014,1010,1,15,8,10,44,13,9,16,8,2,300,146,7
2014,1010,1,16,6,5,21,9,0,7,3,1,107,93,4
2014,1010,1,17,6,1,42,14,3,19,1,5,172,113,9
2015,1010,1,1,0,1,9,1,1,2,0,1,263,48,2
2015,1010,1,2,0,1,3,1,1,3,1,2,185,77,2
2015,1010,1,3,0,2,5,1,0,2,1,0,185,77,1
2015,1010,1,4,0,1,9,9,1,1,1,1,209,84,2
2015,1010,1,5,3,3,24,11,3,7,3,5,235,124,1
2015,1010,1,6,1,6,26,19,8,12,7,8,201,152,1
2015,1010,1,7,7,11,20,18,7,12,6,4,225,167,3
2015,1010,1,8,2,9,21,18,9,20,2,2,214,177,2
2015,1010,1,9,6,20,25,23,8,18,9,7,258,202,4
2015,1010,1,10,5,12,35,26,12,38,12,6,305,232,2
2015,1010,1,11,5,23,42,26,21,35,8,5,297,168,0
2015,1010,1,12,6,20,30,29,8,20,8,5,280,180,1
2015,1010,1,13,6,9,31,22,10,26,6,3,206,186,3
2015,1010,1,14,8,10,30,30,15,17,12,6,224,164,9
2015,1010,1,15,10,11,50,17,11,22,7,2,296,148,8
2015,1010,1,16,7,3,24,8,0,10,4,1,141,96,3
2015,1010,1,17,6,2,43,14,3,17,1,4,173,110,10
2016,1010,1,1,0,1,7,1,1,1,0,0,282,46,2
2016,1010,1,2,0,0,6,1,1,2,1,0,186,73,1
2016,1010,1,3,0,1,5,1,0,4,0,1,179,68,1
2016,1010,1,4,0,1,9,7,1,1,1,2,197,81,3
2016,1010,1,5,3,2,26,12,3,11,8,3,217,161,0
2016,1010,1,6,2,8,21,20,6,12,5,8,225,185,0
2016,1010,1,7,6,9,23,20,8,13,7,2,218,167,4
2016,1010,1,8,6,11,14,15,6,16,0,2,214,186,2
2016,1010,1,9,5,17,24,19,9,20,7,8,233,210,0
2016,1010,1,10,6,11,41,28,6,37,13,6,294,229,2
2016,1010,1,11,6,19,40,28,22,36,7,4,290,195,1
2016,1010,1,12,7,19,33,27,6,22,7,4,298,175,1
2016,1010,1,13,6,12,31,18,15,24,7,3,221,189,1
2016,1010,1,14,7,10,31,31,10,19,11,5,207,176,7
2016,1010,1,15,7,12,47,18,11,20,8,5,264,157,9
2016,1010,1,16,11,4,28,10,3,10,5,1,176,97,4
2016,1010,1,17,5,2,39,15,3,19,1,3,171,113,8
2017,1010,1,1,0,3,6,2,1,2,0,0,288,53,1
2017,1010,1,2,0,2,6,1,1,3,1,0,186,66,1
2017,1010,1,3,0,0,7,1,0,4,0,1,169,73,2
2017,1010,1,4,0,0,10,4,4,2,2,0,203,86,1
2017,1010,1,5,4,1,18,12,5,10,4,4,209,139,1
2017,1010,1,6,3,9,28,18,5,18,3,3,232,184,0
2017,1010,1,7,8,8,20,15,10,9,6,4,206,179,2
2017,1010,1,8,7,14,13,17,9,15,3,2,222,190,2
2017,1010,1,9,4,15,24,20,8,22,6,6,234,222,1
2017,1010,1,10,8,15,36,27,8,46,13,7,285,213,0
2017,1010,1,11,5,17,43,27,13,35,11,4,302,211,1
2017,1010,1,12,7,21,37,28,12,21,7,8,295,179,1
2017,1010,1,13,5,10,31,16,11,24,6,4,218,186,0
2017,1010,1,14,7,12,30,24,8,17,10,2,206,165,5
2017,1010,1,15,7,10,44,24,14,26,11,7,233,162,10
2017,1010,1,16,11,6,26,11,4,13,6,2,217,105,6
2017,1010,1,17,6,2,44,15,1,18,2,3,167,118,7
2018,1010,1,1,0,3,6,3,1,3,0,0,281,48,0
2018,1010,1,2,0,4,7,0,2,4,1,0,191,71,2
2018,1010,1,3,0,0,9,1,0,4,0,1,164,68,1
2018,1010,1,4,0,1,9,3,2,2,1,0,200,96,1
2018,1010,1,5,4,1,22,15,7,6,3,3,209,135,0
2018,1010,1,6,4,10,37,11,8,20,4,3,225,187,0
2018,1010,1,7,4,10,20,17,7,10,9,7,203,188,0
2018,1010,1,8,7,15,18,16,9,14,3,1,224,181,4
2018,1010,1,9,4,13,24,18,10,24,4,5,220,213,1
2018,1010,1,10,8,14,37,22,6,43,11,6,272,205,0
2018,1010,1,11,6,12,37,34,12,33,10,6,295,232,1
2018,1010,1,12,9,27,40,25,15,19,9,8,302,180,1
2018,1010,1,13,4,11,37,16,9,27,9,4,223,182,0
2018,1010,1,14,4,10,32,25,7,15,7,2,185,172,3
2018,1010,1,15,9,10,31,22,12,25,13,5,238,153,11
2018,1010,1,16,9,7,37,13,6,15,6,4,239,110,4
2018,1010,1,17,8,2,41,13,1,17,3,4,165,119,7
2019,1010,1,1,0,4,7,2,2,1,1,0,244,43,0
2019,1010,1,2,0,2,9,0,2,3,0,0,206,59,1
2019,1010,1,3,0,0,9,1,0,3,1,0,156,74,1
2019,1010,1,4,0,1,10,2,1,3,1,0,191,102,1
2019,1010,1,5,0,1,26,15,6,5,3,2,220,146,0
2019,1010,1,6,6,9,39,17,6,18,5,5,229,194,1
2019,1010,1,7,5,13,22,16,6,15,9,7,213,191,1
2019,1010,1,8,5,12,25,18,11,13,5,2,200,181,3
2019,1010,1,9,4,10,25,14,10,23,3,5,212,200,2
2019,1010,1,10,10,13,35,21,7,28,10,5,259,204,0
2019,1010,1,11,5,11,35,31,10,39,10,9,304,222,1
2019,1010,1,12,10,25,38,26,18,24,11,6,286,172,1
2019,1010,1,13,5,14,38,20,9,22,9,5,246,190,0
2019,1010,1,14,4,12,33,20,5,20,8,4,184,150,2
2019,1010,1,15,8,7,28,29,13,20,12,5,212,158,11
2019,1010,1,16,8,11,42,14,7,18,7,3,250,126,5
2019,1010,1,17,9,2,38,12,1,17,3,5,179,120,6
2020,1010,1,1,0,3,11,2,0,1,1,0,222,43,0
2020,1010,1,2,0,2,8,0,1,2,0,0,227,58,1
2020,1010,1,3,0,0,7,1,1,3,1,0,148,64,1
2020,1010,1,4,0,1,7,2,1,2,0,0,195,87,1
2020,1010,1,5,0,1,23,11,5,6,3,0,218,162,0
2020,1010,1,6,7,6,35,17,6,19,3,4,237,196,0
2020,1010,1,7,4,11,22,14,6,24,6,7,203,181,2
2020,1010,1,8,6,13,23,19,8,11,6,2,192,196,2
2020,1010,1,9,3,9,25,15,10,22,3,2,184,188,2
2020,1010,1,10,8,18,29,18,9,22,8,7,256,211,0
2020,1010,1,11,5,10,35,30,11,41,10,9,288,224,1
2020,1010,1,12,8,29,36,26,16,32,9,8,281,179,0
2020,1010,1,13,5,16,30,24,8,20,11,6,258,202,1
2020,1010,1,14,1,9,35,18,6,22,6,3,183,163,2
2020,1010,1,15,7,10,30,26,11,18,12,6,192,149,9
2020,1010,1,16,7,11,46,18,9,21,7,3,249,130,7
2020,1010,1,17,9,2,38,8,1,18,5,4,194,129,6
2021,1010,1,1,0,2,11,1,0,1,2,0,223,38,0
2021,1010,1,2,0,2,8,1,1,1,0,0,216,53,1
2021,1010,1,3,0,0,9,1,1,2,1,0,162,67,1
2021,1010,1,4,0,2,8,2,3,4,0,1,188,73,0
2021,1010,1,5,0,4,24,14,7,9,4,2,223,173,1
2021,1010,1,6,6,10,35,16,10,16,6,3,235,205,0
2021,1010,1,7,2,10,27,14,9,18,5,6,209,198,2
2021,1010,1,8,7,11,20,17,6,12,5,4,195,197,2
2021,1010,1,9,3,11,20,16,10,19,2,2,186,179,2
2021,1010,1,10,6,18,24,11,11,26,7,7,234,201,0
2021,1010,1,11,8,9,43,31,10,40,13,7,269,214,1
2021,1010,1,12,6,23,36,30,19,30,8,10,274,180,0
2021,1010,1,13,6,20,32,25,7,21,10,5,265,189,1
2021,1010,1,14,3,10,29,11,9,20,7,4,192,153,0
2021,1010,1,15,6,9,32,26,8,19,11,5,187,149,7
2021,1010,1,16,6,11,46,17,10,16,7,5,220,135,7
2021,1010,1,17,12,3,39,12,4,21,5,2,220,139,8
2022,1010,1,1,0,2,8,1,0,1,2,0,226,37,0
2022,1010,1,2,0,0,7,1,1,0,0,0,199,52,0
2022,1010,1,3,0,0,10,1,1,3,1,1,161,64,1
2022,1010,1,4,0,2,7,1,2,4,0,0,176,77,1
2022,1010,1,5,1,6,20,12,7,7,2,5,232,163,1
2022,1010,1,6,2,5,32,16,9,16,5,7,224,193,0
2022,1010,1,7,5,11,37,17,10,18,5,6,211,199,1
2022,1010,1,8,5,11,22,12,6,12,7,6,187,170,0
2022,1010,1,9,4,9,17,15,10,13,0,2,184,180,2
2022,1010,1,10,4,18,19,16,8,29,7,6,227,191,2
2022,1010,1,11,8,12,38,27,14,37,12,6,267,205,0
2022,1010,1,12,5,19,42,27,13,31,11,11,283,208,1
2022,1010,1,13,8,23,36,24,10,19,9,6,269,187,1
2022,1010,1,14,3,9,28,8,9,25,6,5,191,156,0
2022,1010,1,15,6,10,30,20,6,14,8,2,180,140,2
2022,1010,1,16,6,9,40,23,13,19,7,7,183,136,9
2022,1010,1,17,13,6,39,17,4,21,7,3,258,145,9
2023,1010,1,1,1,1,8,1,1,2,3,0,229,60,0
2023,1010,1,2,0,2,8,1,1,0,0,0,198,78,0
2023,1010,1,3,0,0,11,0,1,2,1,1,166,89,1
2023,1010,1,4,0,0,6,1,2,4,1,0,182,133,1
2023,1010,1,5,3,6,15,10,7,9,1,7,223,194,1
2023,1010,1,6,2,3,31,11,12,16,3,4,234,195,0
2023,1010,1,7,3,12,40,19,11,20,8,3,202,231,0
2023,1010,1,8,5,8,20,14,8,11,6,5,191,184,1
2023,1010,1,9,6,13,15,13,10,13,2,0,187,218,2
2023,1010,1,10,3,13,17,14,11,30,6,6,196,214,2
2023,1010,1,11,6,15,38,21,8,37,11,5,259,229,0
2023,1010,1,12,3,13,35,30,11,26,6,9,268,240,1
2023,1010,1,13,8,30,36,21,12,16,8,8,284,199,1
2023,1010,1,14,3,8,33,12,8,27,8,5,190,172,0
2023,1010,1,15,3,10,31,23,4,15,5,3,166,157,2
2023,1010,1,16,6,9,28,19,11,20,9,5,185,129,9
2023,1010,1,17,14,7,50,15,5,21,9,4,268,164,9
2024,1010,1,1,1,0,8,0,0,2,2,0,203,60,0
2024,1010,1,2,0,1,9,1,0,0,1,0,197,81,0
2024,1010,1,3,0,0,6,2,2,2,0,1,182,89,1
2024,1010,1,4,0,0,11,1,1,4,1,0,170,128,1
2024,1010,1,5,3,7,17,8,6,7,5,1,224,186,1
2024,1010,1,6,2,2,28,14,13,19,6,2,233,226,0
2024,1010,1,7,4,11,35,17,7,17,5,4,191,223,0
2024,1010,1,8,3,10,26,19,7,11,4,5,184,189,1
2024,1010,1,9,7,12,15,11,12,13,6,2,180,211,1
2024,1010,1,10,4,11,19,18,10,26,4,5,182,208,3
2024,1010,1,11,6,18,35,18,8,32,8,4,246,224,0
2024,1010,1,12,1,10,38,29,9,32,6,11,275,235,1
2024,1010,1,13,9,33,32,22,14,19,9,6,264,205,1
2024,1010,1,14,5,12,36,17,7,21,10,4,209,185,0
2024,1010,1,15,2,9,27,22,4,20,6,5,163,146,2
2024,1010,1,16,6,5,23,21,11,17,9,5,166,135,6
2024,1010,1,17,14,9,53,14,5,23,9,2,285,179,8
2025,1010,1,1,1,0,8,0,0,1,2,0,206,44,0
2025,1010,1,2,0,1,10,3,1,1,1,0,183,70,0
2025,1010,1,3,0,0,6,1,1,2,2,1,199,73,1
2025,1010,1,4,1,0,9,2,0,3,2,0,167,129,1
2025,1010,1,5,2,3,8,10,7,7,3,3,232,190,1
2025,1010,1,6,3,8,33,13,10,14,8,4,238,224,0
2025,1010,1,7,7,8,42,16,8,18,5,3,201,215,0
2025,1010,1,8,4,10,27,23,8,13,4,4,174,191,0
2025,1010,1,9,6,12,14,13,9,16,7,2,192,220,1
2025,1010,1,10,5,9,21,17,13,23,2,1,159,215,3
2025,1010,1,11,4,19,28,20,5,25,9,6,240,225,1
2025,1010,1,12,3,11,37,31,8,32,8,8,275,217,0
2025,1010,1,13,7,29,36,23,14,24,7,9,254,197,1
2025,1010,1,14,5,12,29,18,5,20,11,4,229,185,1
2025,1010,1,15,1,6,30,19,6,17,5,4,160,150,2
2025,1010,1,16,5,8,27,21,9,15,11,5,152,124,4
2025,1010,1,17,14,10,57,18,8,23,9,1,288,177,8
2008,1020,1,1,7,3,129,15,1,7,3,3,2052,204,0
2008,1020,1,2,5,4,65,7,4,5,2,5,1758,457,7
2008,1020,1,3,5,6,94,8,5,13,4,5,1537,531,11
2008,1020,1,4,9,9,101,14,6,18,4,1,1505,911,13
2008,1020,1,5,28,37,118,78,34,39,18,24,1289,1800,8
2008,1020,1,6,40,75,192,114,49,107,44,26,1301,1983,14
2008,1020,1,7,40,70,223,127,47,136,50,39,1183,1940,6
2008,1020,1,8,47,85,247,156,56,141,37,39,1372,1889,16
2008,1020,1,9,47,72,302,146,36,116,45,23,1474,1889,30
2008,1020,1,10,55,60,298,96,21,96,36,22,1271,1520,64
2008,1020,1,11,55,56,282,67,13,90,19,14,883,1364,87
2008,1020,1,12,57,40,279,41,14,61,19,7,839,1111,73
2008,1020,1,13,44,20,242,50,11,63,15,8,895,817,134
2008,1020,1,14,38,17,262,25,7,38,10,5,1074,499,173
2008,1020,1,15,55,6,171,17,2,13,6,1,387,325,114
2008,1020,1,16,41,5,127,13,2,16,4,1,470,211,153
2008,1020,1,17,24,4,136,10,3,13,5,2,549,229,305
2009,1020,1,1,4,5,136,16,1,10,3,2,2110,214,1
2009,1020,1,2,7,5,62,13,4,10,2,4,1753,433,1
2009,1020,1,3,5,6,94,7,4,11,2,5,1479,545,8
2009,1020,1,4,6,9,97,11,6,14,5,4,1517,824,8
2009,1020,1,5,30,42,140,97,30,47,22,19,1310,1788,6
2009,1020,1,6,47,76,196,138,54,119,47,39,1317,2116,10
2009,1020,1,7,42,72,222,131,51,140,54,39,1175,1994,6
2009,1020,1,8,49,81,243,144,55,136,35,40,1286,1837,6
2009,1020,1,9,45,65,260,151,47,124,53,24,1417,1921,20
2009,1020,1,10,48,68,289,111,25,97,33,22,1354,1564,52
2009,1020,1,11,49,51,296,72,13,94,24,16,935,1336,68
2009,1020,1,12,58,40,287,41,15,63,16,11,777,1164,70
2009,1020,1,13,45,28,240,51,12,61,20,7,851,859,98
2009,1020,1,14,40,15,264,31,6,46,11,6,1186,537,139
2009,1020,1,15,45,7,184,16,2,14,6,1,416,329,92
2009,1020,1,16,40,4,127,12,2,16,3,1,443,203,113
2009,1020,1,17,34,4,150,12,4,14,5,3,614,230,230
2010,1020,1,1,8,6,158,15,2,7,3,3,2179,210,0
2010,1020,1,2,7,4,74,15,2,12,4,4,1758,457,0
2010,1020,1,3,5,8,81,14,4,10,3,4,1471,535,4
2010,1020,1,4,12,7,109,11,6,12,6,5,1540,813,3
2010,1020,1,5,27,44,152,103,36,48,21,18,1367,1767,7
2010,1020,1,6,54,88,196,162,52,127,46,44,1379,2149,4
2010,1020,1,7,41,78,233,144,62,136,59,37,1138,1985,1
2010,1020,1,8,52,80,221,138,53,136,38,41,1256,1887,1
2010,1020,1,9,39,63,251,160,48,141,45,28,1386,1853,12
2010,1020,1,10,44,60,292,119,23,114,37,25,1387,1621,30
2010,1020,1,11,49,61,297,73,16,85,27,20,1023,1337,59
2010,1020,1,12,62,42,273,48,16,62,20,11,745,1171,65
2010,1020,1,13,45,30,239,53,13,62,20,7,820,879,75
2010,1020,1,14,40,16,256,33,5,56,11,7,1139,588,100
2010,1020,1,15,49,11,205,16,3,16,5,1,556,347,69
2010,1020,1,16,39,2,134,13,2,16,5,1,432,206,86
2010,1020,1,17,38,6,159,13,4,16,6,3,681,220,140
2011,1020,1,1,5,6,171,19,2,7,7,2,2277,220,0
2011,1020,1,2,9,8,85,19,4,13,3,5,1763,397,0
2011,1020,1,3,4,7,77,12,6,10,4,4,1497,602,0
2011,1020,1,4,8,10,117,15,8,11,5,5,1539,748,0
2011,1020,1,5,29,52,182,116,51,59,23,22,1429,1670,2
2011,1020,1,6,58,77,215,167,44,108,42,47,1378,2067,1
2011,1020,1,7,43,91,220,161,64,142,57,48,1161,2038,1
2011,1020,1,8,47,89,238,146,51,128,40,42,1206,1825,1
2011,1020,1,9,42,72,251,155,49,128,42,31,1328,1753,7
2011,1020,1,10,47,54,289,133,26,124,40,26,1391,1633,15
2011,1020,1,11,45,64,292,81,18,87,25,22,1093,1324,42
2011,1020,1,12,62,46,274,51,10,71,19,12,780,1202,46
2011,1020,1,13,47,36,253,50,18,65,27,5,857,923,48
2011,1020,1,14,42,16,226,41,4,59,11,9,967,587,67
2011,1020,1,15,46,11,236,17,5,22,4,1,743,386,60
2011,1020,1,16,38,5,137,16,3,12,5,1,399,213,57
2011,1020,1,17,43,7,179,15,4,22,7,3,754,230,67
2012,1020,1,1,7,7,181,16,5,5,7,2,2323,210,0
2012,1020,1,2,9,14,102,28,4,13,5,4,1769,387,0
2012,1020,1,3,3,5,65,12,7,7,3,3,1529,583,0
2012,1020,1,4,8,14,109,13,7,18,7,5,1491,779,1
2012,1020,1,5,27,54,190,144,47,66,29,27,1536,1671,3
2012,1020,1,6,59,75,218,175,49,94,39,59,1343,2088,2
2012,1020,1,7,52,87,238,191,58,142,59,47,1199,2146,2
2012,1020,1,8,48,80,234,147,57,135,38,41,1162,1870,0
2012,1020,1,9,44,82,252,160,57,138,45,39,1257,1763,5
2012,1020,1,10,43,58,301,126,30,121,40,19,1404,1726,11
2012,1020,1,11,46,59,271,93,20,88,28,25,1137,1338,37
2012,1020,1,12,55,46,286,63,11,82,19,16,808,1247,46
2012,1020,1,13,49,37,243,44,13,53,23,5,856,962,50
2012,1020,1,14,39,17,222,47,8,60,10,9,846,649,58
2012,1020,1,15,45,11,236,21,6,31,11,1,878,413,64
2012,1020,1,16,43,4,140,15,2,9,6,1,380,212,53
2012,1020,1,17,44,7,178,13,6,23,7,1,733,236,67
2013,1020,1,1,10,5,177,15,6,8,9,2,2388,197,2
2013,1020,1,2,9,13,116,28,5,13,4,4,1790,343,0
2013,1020,1,3,3,4,63,13,5,10,3,5,1578,577,0
2013,1020,1,4,6,12,104,15,6,14,5,6,1476,699,4
2013,1020,1,5,35,68,206,171,45,81,25,21,1596,1498,4
2013,1020,1,6,56,80,249,200,61,82,41,51,1360,1861,2
2013,1020,1,7,52,91,246,188,55,145,59,47,1264,2032,5
2013,1020,1,8,40,79,251,149,51,131,44,46,1098,1750,0
2013,1020,1,9,46,92,253,167,63,134,37,36,1230,1715,3
2013,1020,1,10,44,64,291,125,35,125,43,25,1391,1668,11
2013,1020,1,11,44,60,283,95,24,96,31,24,1201,1382,31
2013,1020,1,12,48,47,262,69,12,92,20,15,826,1217,48
2013,1020,1,13,50,38,244,40,12,59,23,4,769,1004,42
2013,1020,1,14,40,19,229,52,12,58,14,8,830,683,58
2013,1020,1,15,37,12,233,26,7,40,10,3,971,408,74
2013,1020,1,16,44,6,142,15,2,8,5,1,351,246,42
2013,1020,1,17,48,7,176,13,6,24,6,1,734,236,74
2014,1020,1,1,12,6,179,17,7,9,12,1,2436,194,5
2014,1020,1,2,7,14,127,29,4,17,3,6,1855,347,0
2014,1020,1,3,6,6,58,13,6,8,2,3,1616,576,1
2014,1020,1,4,7,19,102,18,8,18,5,6,1452,781,5
2014,1020,1,5,31,76,220,163,54,84,37,23,1654,1554,20
2014,1020,1,6,62,97,268,206,64,93,45,45,1465,2049,5
2014,1020,1,7,59,93,280,211,59,163,69,53,1316,2105,11
2014,1020,1,8,46,84,241,163,53,139,43,53,1108,1848,1
2014,1020,1,9,39,85,250,159,58,122,35,42,1197,1728,4
2014,1020,1,10,46,68,264,140,47,135,47,21,1340,1715,11
2014,1020,1,11,40,65,276,108,28,107,29,25,1288,1496,27
2014,1020,1,12,48,47,269,70,14,86,29,14,853,1220,39
2014,1020,1,13,53,41,256,44,11,60,17,7,715,1049,46
2014,1020,1,14,43,27,224,50,13,58,20,7,767,721,47
2014,1020,1,15,39,12,233,29,4,43,9,3,1062,440,65
2014,1020,1,16,33,7,143,15,2,12,5,1,366,264,40
2014,1020,1,17,52,7,176,13,5,26,6,2,708,232,73
2015,1020,1,1,12,5,200,14,8,13,8,0,2513,205,3
2015,1020,1,2,6,14,121,29,2,12,6,7,1928,351,2
2015,1020,1,3,7,8,71,14,4,11,3,4,1607,607,0
2015,1020,1,4,6,17,91,17,11,15,5,9,1431,801,10
