Jahr,Bezirk,Geschlecht,Alter_Gruppe,Burgenland,Kaernten,Niederoesterreich,Oberoesterreich,Salzburg,Steiermark,Tirol,Vorarlberg,Wien,Ausland,Unbekannt
2019,1120,2,2,3,3,51,17,1,8,8,3,1743,360,0
2019,1120,2,3,4,7,70,16,8,9,5,5,1696,462,2
2019,1120,2,4,8,16,56,18,11,9,7,7,1498,674,0
2019,1120,2,5,30,55,205,105,30,55,23,41,1531,1318,3
2019,1120,2,6,78,69,312,158,55,73,39,32,1419,1989,5
2019,1120,2,7,65,55,210,124,45,82,30,26,1086,2354,5
2019,1120,2,8,44,48,200,88,35,101,35,17,953,2112,3
2019,1120,2,9,43,38,110,69,30,83,12,11,882,1950,4
2019,1120,2,10,37,36,182,61,22,92,23,16,912,2060,1
2019,1120,2,11,69,54,274,97,32,101,18,7,1169,1635,11
2019,1120,2,12,78,44,298,59,17,78,21,7,1135,1343,20
2019,1120,2,13,88,36,310,43,23,81,11,10,899,1184,33
2019,1120,2,14,67,29,256,43,19,73,10,4,743,1030,59
2019,1120,2,15,55,26,290,48,12,53,16,7,875,622,49
2019,1120,2,16,59,15,266,31,9,46,5,1,1185,406,77
2019,1120,2,17,96,26,464,36,5,60,8,9,1331,455,112
2020,1120,2,1,2,7,81,15,3,7,2,3,2205,138,0
2020,1120,2,2,3,7,48,8,0,4,6,2,1718,316,0
2020,1120,2,3,3,6,61,12,8,10,3,5,1665,446,2
2020,1120,2,4,7,15,52,19,10,9,7,7,1568,640,1
2020,1120,2,5,38,55,178,100,32,43,26,41,1437,1253,3
2020,1120,2,6,60,73,318,157,58,81,42,33,1441,1875,5
2020,1120,2,7,74,45,244,129,40,65,28,29,1061,2283,4
2020,1120,2,8,56,53,196,92,43,96,29,18,945,2154,2
2020,1120,2,9,45,38,120,80,29,77,12,15,890,1985,2
2020,1120,2,10,34,37,150,57,23,88,18,15,874,1986,2
2020,1120,2,11,59,49,262,89,36,86,24,9,1072,1703,9
2020,1120,2,12,70,46,291,67,14,87,15,8,1195,1435,18
2020,1120,2,13,95,31,298,48,22,85,17,8,907,1179,25
2020,1120,2,14,63,30,274,39,19,69,9,5,722,1065,58
2020,1120,2,15,54,25,258,45,16,55,14,7,805,679,46
2020,1120,2,16,58,22,277,35,8,46,7,1,1129,426,68
2020,1120,2,17,99,27,469,37,10,64,7,7,1411,467,108
2021,1120,2,1,6,4,82,11,3,5,2,6,2141,110,0
2021,1120,2,2,2,8,52,9,0,7,4,1,1731,304,0
2021,1120,2,3,4,5,64,14,7,9,3,4,1636,415,1
2021,1120,2,4,5,17,65,16,5,7,12,5,1536,623,1
2021,1120,2,5,34,48,149,95,38,50,34,42,1465,1314,3
2021,1120,2,6,55,65,294,157,49,63,41,37,1432,1772,5
2021,1120,2,7,68,50,249,135,41,82,28,24,1093,2264,5
2021,1120,2,8,53,54,173,100,39,84,23,25,942,2130,2
2021,1120,2,9,43,41,147,77,30,78,24,11,866,2026,1
2021,1120,2,10,39,28,126,62,23,81,19,20,845,1989,2
2021,1120,2,11,49,59,236,84,35,85,23,10,1038,1844,7
2021,1120,2,12,69,41,286,73,13,89,14,12,1150,1483,15
2021,1120,2,13,94,34,302,57,19,80,18,8,968,1230,21
2021,1120,2,14,59,31,269,40,22,65,11,3,721,1082,52
2021,1120,2,15,58,23,257,46,14,63,12,6,814,734,47
2021,1120,2,16,51,19,248,37,10,46,13,3,927,459,54
2021,1120,2,17,96,33,485,39,11,70,7,7,1492,457,109
2022,1120,2,1,3,1,71,9,5,8,6,5,2178,126,0
2022,1120,2,2,3,8,64,13,2,9,6,2,1740,324,0
2022,1120,2,3,5,8,57,22,4,7,4,6,1633,452,0
2022,1120,2,4,6,14,74,16,16,13,11,10,1582,665,3
2022,1120,2,5,32,40,151,95,35,54,35,46,1491,1259,2
2022,1120,2,6,51,69,299,149,58,63,46,40,1476,1793,4
2022,1120,2,7,69,50,268,151,41,80,28,30,1128,2232,6
2022,1120,2,8,48,48,167,101,41,75,23,24,916,2163,0
2022,1120,2,9,46,38,160,82,29,81,30,14,854,2089,3
2022,1120,2,10,34,33,125,64,25,81,15,20,843,2036,2
2022,1120,2,11,46,49,207,78,33,77,21,12,956,1922,4
2022,1120,2,12,64,51,276,80,12,98,10,14,1149,1525,15
2022,1120,2,13,87,31,288,63,22,73,21,10,1004,1243,19
2022,1120,2,14,64,33,273,31,23,64,13,3,728,1136,37
2022,1120,2,15,57,21,258,49,13,68,11,4,800,782,52
2022,1120,2,16,48,23,228,38,15,46,12,4,801,466,38
2022,1120,2,17,99,25,479,41,11,70,7,6,1534,487,113
2023,1120,2,1,3,1,63,7,4,4,3,4,2158,165,0
2023,1120,2,2,4,9,75,17,3,14,7,3,1740,398,0
2023,1120,2,3,3,8,48,18,5,4,6,6,1621,529,0
2023,1120,2,4,6,9,86,18,8,12,4,10,1596,697,3
2023,1120,2,5,30,34,153,100,38,48,39,41,1523,1344,2
2023,1120,2,6,58,73,307,148,48,71,42,41,1491,1953,3
2023,1120,2,7,74,58,273,140,37,78,26,29,1210,2258,8
2023,1120,2,8,51,45,163,112,44,70,25,24,884,2314,1
2023,1120,2,9,47,42,168,81,32,86,31,18,860,2210,3
2023,1120,2,10,38,34,120,64,25,79,14,16,820,2039,1
2023,1120,2,11,37,40,177,78,30,73,18,14,900,2089,2
2023,1120,2,12,62,51,285,78,22,98,15,14,1120,1618,14
2023,1120,2,13,68,31,275,66,20,75,23,6,1000,1339,17
2023,1120,2,14,76,34,275,34,18,69,11,5,762,1151,32
2023,1120,2,15,54,21,262,46,15,65,8,6,708,877,49
2023,1120,2,16,50,21,228,39,16,47,15,4,818,483,42
2023,1120,2,17,88,25,456,47,12,70,7,6,1533,533,104
2024,1120,2,1,1,1,59,6,5,5,5,2,2110,197,0
2024,1120,2,2,5,7,73,13,6,11,6,3,1838,419,0
2024,1120,2,3,3,7,49,16,1,8,9,3,1591,550,0
2024,1120,2,4,8,11,80,17,9,11,9,7,1617,752,3
2024,1120,2,5,27,36,158,92,32,47,37,36,1528,1420,1
2024,1120,2,6,51,60,300,172,53,77,36,41,1457,2024,2
2024,1120,2,7,67,58,286,139,37,79,33,32,1269,2273,8
2024,1120,2,8,60,38,171,128,43,73,24,32,887,2382,3
2024,1120,2,9,45,44,181,77,35,81,30,20,848,2234,2
2024,1120,2,10,38,40,100,60,24,75,15,13,818,2128,3
2024,1120,2,11,38,34,169,67,28,76,17,18,853,2120,1
2024,1120,2,12,57,51,259,90,28,93,17,10,1086,1730,10
2024,1120,2,13,70,33,265,61,16,70,19,8,1024,1377,17
2024,1120,2,14,73,30,283,39,23,71,11,7,819,1147,24
2024,1120,2,15,58,22,252,41,16,68,11,4,654,925,46
2024,1120,2,16,45,23,244,45,15,47,14,7,741,550,41
2024,1120,2,17,85,30,447,48,10,67,6,6,1593,568,96
2025,1120,2,1,1,2,55,9,4,5,4,0,2119,207,0
2025,1120,2,2,4,6,73,13,6,12,7,4,1833,449,0
2025,1120,2,3,2,3,49,13,1,9,9,2,1567,578,0
2025,1120,2,4,7,7,71,17,6,8,6,8,1607,770,2
2025,1120,2,5,24,42,171,100,37,44,36,33,1594,1438,1
2025,1120,2,6,49,42,302,172,54,87,55,55,1414,2158,3
2025,1120,2,7,54,67,297,149,43,78,35,32,1333,2245,8
2025,1120,2,8,64,31,197,118,38,56,22,27,869,2382,3
2025,1120,2,9,46,53,171,89,39,88,32,21,821,2272,2
2025,1120,2,10,44,40,110,66,27,66,17,16,826,2149,1
2025,1120,2,11,33,34,145,60,24,81,15,17,829,2133,3
2025,1120,2,12,55,47,244,83,32,85,20,10,1013,1776,9
2025,1120,2,13,60,36,260,60,16,73,15,11,1068,1471,16
2025,1120,2,14,85,28,275,46,22,69,18,7,832,1138,19
2025,1120,2,15,53,25,258,37,16,66,9,5,647,964,41
2025,1120,2,16,42,22,221,48,16,52,11,6,690,607,36
2025,1120,2,17,89,31,455,52,10,68,10,5,1616,589,87
2008,1130,2,1,2,3,25,6,3,8,2,1,950,66,0
2008,1130,2,2,3,5,29,4,3,11,4,2,930,123,3
2008,1130,2,3,2,4,36,9,2,6,3,3,912,109,0
2008,1130,2,4,9,7,55,7,4,12,2,1,857,154,1
2008,1130,2,5,20,14,65,30,13,30,7,2,835,318,2
2008,1130,2,6,20,28,99,50,14,55,10,6,766,453,1
2008,1130,2,7,21,36,95,56,29,67,20,8,755,529,3
2008,1130,2,8,28,41,138,60,23,97,22,13,999,556,11
2008,1130,2,9,24,49,144,82,23,99,27,19,1112,477,9
2008,1130,2,10,29,43,220,59,24,85,29,17,1003,403,33
2008,1130,2,11,45,34,229,55,18,61,26,8,804,402,34
2008,1130,2,12,42,38,199,79,19,66,12,4,772,393,42
2008,1130,2,13,34,25,232,94,23,79,12,8,1045,403,77
2008,1130,2,14,31,29,246,69,13,65,11,5,1212,383,83
2008,1130,2,15,43,5,176,32,7,29,5,2,541,234,58
2008,1130,2,16,25,10,181,29,5,34,5,4,691,209,122
2008,1130,2,17,60,29,411,56,15,62,15,8,1530,547,642
2009,1130,2,1,0,3,28,8,3,2,3,0,945,69,0
2009,1130,2,2,2,5,22,3,5,12,3,2,921,108,1
2009,1130,2,3,3,4,44,8,1,7,6,4,907,119,2
2009,1130,2,4,6,9,53,11,6,10,2,2,885,141,1
2009,1130,2,5,25,19,70,22,12,28,5,1,789,311,2
2009,1130,2,6,18,27,92,56,17,56,7,6,790,473,2
2009,1130,2,7,24,42,96,45,26,60,17,6,720,533,1
2009,1130,2,8,20,41,130,75,29,90,22,15,933,569,9
2009,1130,2,9,25,43,139,80,20,105,23,18,1091,506,7
2009,1130,2,10,28,47,214,70,23,82,28,15,1063,402,21
2009,1130,2,11,43,33,210,55,27,65,25,9,840,402,31
2009,1130,2,12,44,36,215,61,11,64,14,8,738,372,41
2009,1130,2,13,31,30,231,98,27,75,14,10,961,412,60
2009,1130,2,14,35,24,256,76,16,77,8,5,1351,387,69
2009,1130,2,15,39,12,167,35,4,32,6,2,552,242,49
2009,1130,2,16,27,6,167,27,6,33,5,4,665,208,95
2009,1130,2,17,67,34,442,58,17,68,15,9,1623,541,415
2010,1130,2,1,0,5,32,8,6,5,4,0,1001,67,0
2010,1130,2,2,1,2,26,4,5,11,2,1,915,100,0
2010,1130,2,3,4,8,41,7,2,7,5,5,897,123,0
2010,1130,2,4,12,7,67,10,5,11,5,1,896,146,2
2010,1130,2,5,18,26,70,29,9,26,8,2,794,303,0
2010,1130,2,6,25,32,92,45,18,56,6,4,769,489,0
2010,1130,2,7,15,35,90,61,24,56,19,5,692,535,0
2010,1130,2,8,25,44,129,62,27,89,23,13,930,557,6
2010,1130,2,9,23,43,134,90,25,103,22,16,1071,521,6
2010,1130,2,10,28,42,196,73,20,94,25,14,1055,426,15
2010,1130,2,11,37,41,203,57,23,74,24,15,890,390,24
2010,1130,2,12,40,36,212,62,17,54,13,7,710,361,40
2010,1130,2,13,39,33,222,94,25,78,20,8,887,372,44
2010,1130,2,14,29,25,248,78,14,70,8,7,1313,411,54
2010,1130,2,15,44,17,182,36,9,41,7,3,701,263,49
2010,1130,2,16,28,7,181,29,5,32,4,3,635,205,64
2010,1130,2,17,73,34,460,65,19,68,15,9,1713,529,269
2011,1130,2,1,3,5,30,6,6,5,4,0,997,76,0
2011,1130,2,2,2,3,31,5,4,11,3,1,881,112,0
2011,1130,2,3,3,7,36,4,4,10,7,4,918,140,0
2011,1130,2,4,6,7,61,11,3,15,4,2,907,126,1
2011,1130,2,5,22,24,74,27,10,33,9,2,807,320,0
2011,1130,2,6,31,21,97,39,23,46,12,6,756,508,0
2011,1130,2,7,12,33,91,68,23,61,14,2,686,526,0
2011,1130,2,8,26,47,120,66,28,91,21,9,834,568,1
2011,1130,2,9,25,45,129,83,26,98,19,18,1033,537,5
2011,1130,2,10,28,44,202,75,19,96,22,14,1109,456,10
2011,1130,2,11,31,41,198,63,25,77,22,14,903,397,23
2011,1130,2,12,47,35,212,53,22,57,20,11,710,378,31
2011,1130,2,13,34,35,206,77,18,69,18,5,906,361,33
2011,1130,2,14,30,25,233,88,18,80,12,10,1162,409,45
2011,1130,2,15,37,20,211,53,10,51,6,3,868,305,35
2011,1130,2,16,37,8,176,33,4,25,3,3,576,197,47
2011,1130,2,17,78,32,465,64,20,76,15,9,1788,513,132
2012,1130,2,1,2,2,31,6,3,7,5,1,957,67,0
2012,1130,2,2,2,6,28,6,4,9,3,2,916,104,0
2012,1130,2,3,3,7,33,3,5,12,3,1,899,145,0
2012,1130,2,4,6,10,62,10,3,12,3,4,884,131,0
2012,1130,2,5,20,24,78,31,13,27,9,1,844,288,0
2012,1130,2,6,26,23,87,37,23,43,12,4,760,497,0
2012,1130,2,7,20,38,86,69,21,62,12,4,694,524,0
2012,1130,2,8,22,50,113,63,36,83,20,10,791,604,0
2012,1130,2,9,29,42,120,73,26,104,15,16,1010,575,3
2012,1130,2,10,24,49,170,80,23,93,22,15,1104,484,9
2012,1130,2,11,26,42,211,62,21,73,23,16,935,391,21
2012,1130,2,12,51,27,213,60,19,58,23,9,748,388,30
2012,1130,2,13,37,36,204,69,19,68,15,5,864,385,30
2012,1130,2,14,30,28,219,84,21,75,11,11,1000,404,48
2012,1130,2,15,35,24,223,64,10,63,10,5,1043,332,36
2012,1130,2,16,39,5,163,28,5,23,4,3,527,195,39
2012,1130,2,17,75,32,457,61,20,71,14,7,1709,468,120
2013,1130,2,1,2,2,32,3,4,5,5,0,968,60,0
2013,1130,2,2,1,6,36,9,3,9,1,3,903,107,0
2013,1130,2,3,2,4,31,3,5,9,4,1,891,156,0
2013,1130,2,4,7,9,46,11,2,9,4,4,909,142,0
2013,1130,2,5,22,16,95,32,17,26,8,1,852,295,0
2013,1130,2,6,29,27,78,42,27,41,11,3,725,470,0
2013,1130,2,7,22,36,92,75,22,62,13,7,709,555,0
2013,1130,2,8,22,50,99,67,39,68,21,7,770,567,0
2013,1130,2,9,30,40,125,64,28,98,15,14,968,611,3
2013,1130,2,10,26,50,156,83,21,95,24,17,1097,510,4
2013,1130,2,11,25,39,210,62,23,74,23,18,988,422,22
2013,1130,2,12,43,35,210,63,19,64,21,9,779,369,26
2013,1130,2,13,40,38,198,67,18,63,13,5,746,385,32
2013,1130,2,14,33,26,222,86,21,77,13,11,1010,395,50
2013,1130,2,15,31,27,225,64,13,64,10,5,1145,364,38
2013,1130,2,16,43,6,162,30,5,25,5,2,520,213,31
2013,1130,2,17,70,32,447,63,20,69,16,8,1654,439,112
2014,1130,2,1,0,4,30,1,3,7,1,2,988,71,0
2014,1130,2,2,2,4,32,10,5,7,2,1,900,116,0
2014,1130,2,3,1,6,30,3,5,9,2,1,890,147,0
2014,1130,2,4,6,8,53,7,3,13,7,5,894,155,0
2014,1130,2,5,23,20,89,32,16,28,8,1,876,305,0
2014,1130,2,6,34,26,95,50,24,49,10,4,719,510,1
2014,1130,2,7,26,39,89,76,23,58,16,8,716,606,1
2014,1130,2,8,28,49,83,48,28,60,14,8,745,635,1
2014,1130,2,9,26,34,119,82,36,95,16,16,911,618,3
2014,1130,2,10,26,52,139,82,23,104,22,17,1076,524,2
2014,1130,2,11,29,43,209,62,23,72,25,14,1033,450,12
2014,1130,2,12,39,35,197,62,22,67,23,10,810,389,27
2014,1130,2,13,38,33,208,57,13,58,15,9,710,376,30
2014,1130,2,14,31,29,220,87,25,72,14,10,919,395,41
2014,1130,2,15,33,24,235,68,16,76,8,5,1260,382,40
2014,1130,2,16,39,13,146,33,4,27,7,2,513,217,32
2014,1130,2,17,71,33,424,60,20,65,15,8,1581,433,106
2015,1130,2,1,2,5,33,1,0,4,2,0,1011,86,0
2015,1130,2,2,2,4,34,12,6,8,2,0,949,136,1
2015,1130,2,3,0,4,29,3,2,10,2,0,866,153,2
2015,1130,2,4,7,9,42,8,4,9,5,5,875,216,0
2015,1130,2,5,22,16,116,29,17,30,11,5,876,337,1
2015,1130,2,6,28,25,96,45,21,39,12,4,719,568,0
2015,1130,2,7,33,42,101,65,24,68,10,7,722,688,1
2015,1130,2,8,20,38,80,60,27,60,18,8,694,693,2
2015,1130,2,9,29,44,117,68,32,92,18,14,891,651,4
2015,1130,2,10,24,47,136,88,26,106,20,16,1049,569,1
2015,1130,2,11,30,45,198,60,20,84,24,12,1051,478,9
2015,1130,2,12,37,40,201,60,24,71,26,14,856,405,24
2015,1130,2,13,34,36,202,56,16,55,12,10,671,359,28
2015,1130,2,14,36,30,209,88,23,73,19,7,840,376,36
2015,1130,2,15,29,26,236,67,13,73,7,8,1238,399,37
2015,1130,2,16,37,14,163,35,10,38,8,3,640,242,32
2015,1130,2,17,71,31,425,58,17,62,14,7,1520,434,98
2016,1130,2,1,0,7,34,3,1,7,2,0,1014,136,0
2016,1130,2,2,2,2,37,11,4,6,3,0,993,194,1
2016,1130,2,3,0,4,32,3,1,11,2,0,832,186,1
2016,1130,2,4,7,5,39,6,9,8,3,4,870,248,1
2016,1130,2,5,17,20,119,27,17,27,11,5,908,345,0
2016,1130,2,6,25,25,112,40,21,37,13,5,755,701,0
2016,1130,2,7,32,42,99,67,33,64,16,5,716,780,1
2016,1130,2,8,22,38,86,67,25,67,17,11,664,739,1
2016,1130,2,9,28,46,105,65,33,90,21,10,821,667,3
2016,1130,2,10,26,44,128,81,25,93,19,18,1019,602,3
2016,1130,2,11,26,45,200,66,20,89,24,12,1096,502,7
2016,1130,2,12,32,39,193,62,25,78,21,13,885,429,23
2016,1130,2,13,42,37,206,50,21,56,19,12,656,374,25
2016,1130,2,14,31,33,201,69,17,66,18,4,854,373,26
2016,1130,2,15,31,24,218,82,18,75,11,11,1083,394,37
2016,1130,2,16,30,21,195,50,10,47,7,3,785,278,33
2016,1130,2,17,80,29,402,60,14,60,14,8,1439,427,93
2017,1130,2,1,0,8,34,2,0,8,1,0,1034,122,0
2017,1130,2,2,2,0,37,10,4,7,4,3,958,186,1
2017,1130,2,3,0,5,34,6,2,9,3,0,869,204,2
2017,1130,2,4,3,6,24,2,7,11,2,2,875,243,3
2017,1130,2,5,13,13,91,25,13,26,8,6,867,333,0
2017,1130,2,6,18,23,116,40,23,35,16,3,754,704,1
2017,1130,2,7,30,34,85,67,30,55,16,7,698,753,1
2017,1130,2,8,30,42,96,79,22,69,15,10,673,802,2
2017,1130,2,9,22,43,98,61,35,83,22,9,784,699,1
2017,1130,2,10,30,43,123,75,23,95,18,17,992,627,3
2017,1130,2,11,23,47,172,76,25,98,24,13,1076,548,5
2017,1130,2,12,27,41,203,60,19,80,24,14,917,433,20
2017,1130,2,13,44,31,205,55,19,59,21,10,692,395,26
2017,1130,2,14,33,36,203,67,20,66,15,4,824,381,24
2017,1130,2,15,29,26,200,80,21,71,11,11,948,384,39
2017,1130,2,16,31,27,200,59,9,57,10,6,964,315,28
2017,1130,2,17,75,32,387,63,15,66,14,8,1451,418,85
2018,1130,2,1,0,7,35,1,2,9,1,0,1062,112,0
2018,1130,2,2,2,1,42,7,6,4,3,3,952,205,1
2018,1130,2,3,1,6,34,7,3,10,3,0,862,209,2
2018,1130,2,4,3,9,28,6,3,10,4,3,855,253,3
2018,1130,2,5,11,26,78,23,12,20,6,7,842,363,1
2018,1130,2,6,21,20,97,30,19,33,14,6,783,664,1
2018,1130,2,7,26,35,98,65,23,48,18,8,697,781,1
2018,1130,2,8,32,39,102,85,25,65,14,9,688,812,2
2018,1130,2,9,21,46,93,70,36,77,26,11,742,726,0
2018,1130,2,10,28,41,114,68,26,91,14,13,936,661,5
2018,1130,2,11,26,47,152,89,20,100,25,15,1067,568,3
2018,1130,2,12,28,41,206,60,20,77,26,16,961,465,18
2018,1130,2,13,41,35,202,57,18,66,22,9,723,379,22
2018,1130,2,14,34,38,200,68,18,62,14,5,714,379,26
2018,1130,2,15,31,24,210,84,21,76,13,11,948,382,40
2018,1130,2,16,30,29,199,57,13,57,9,8,1053,338,29
2018,1130,2,17,75,34,379,61,14,66,14,8,1386,421,74
2019,1130,2,1,0,2,30,3,6,9,0,0,1073,86,0
2019,1130,2,2,0,5,39,5,5,7,2,2,951,201,0
2019,1130,2,3,4,4,39,7,4,7,4,1,875,196,3
2019,1130,2,4,1,7,28,7,5,16,3,1,863,224,3
2019,1130,2,5,8,22,84,21,11,23,7,5,836,382,0
2019,1130,2,6,17,22,93,32,18,33,13,5,801,569,3
2019,1130,2,7,30,37,107,62,19,44,14,8,652,771,1
2019,1130,2,8,36,42,105,88,30,65,19,12,692,844,1
2019,1130,2,9,23,49,92,62,26,74,26,10,703,748,0
2019,1130,2,10,25,35,111,81,35,88,15,14,885,679,4
2019,1130,2,11,28,52,137,84,18,101,17,13,1048,577,2
2019,1130,2,12,31,41,208,65,20,78,24,12,1009,456,13
2019,1130,2,13,40,35,188,56,19,68,25,9,758,394,26
2019,1130,2,14,34,32,208,58,13,60,15,9,669,375,23
2019,1130,2,15,28,29,219,87,26,70,13,10,863,386,32
2019,1130,2,16,34,25,214,64,13,69,9,8,1173,356,28
2019,1130,2,17,70,40,354,61,15,66,15,8,1357,437,78
2020,1130,2,1,1,2,38,0,6,4,0,0,1153,95,0
2020,1130,2,2,0,5,39,4,4,11,1,0,951,201,0
2020,1130,2,3,3,5,41,7,5,7,4,2,899,221,2
2020,1130,2,4,2,6,36,5,3,12,3,0,839,224,2
2020,1130,2,5,6,16,75,23,9,20,18,5,823,377,2
2020,1130,2,6,16,30,108,40,19,29,12,6,754,553,2
2020,1130,2,7,22,28,103,70,17,45,16,10,654,803,3
2020,1130,2,8,43,40,105,87,24,68,17,11,695,867,1
2020,1130,2,9,20,40,99,70,30,70,27,13,661,781,0
2020,1130,2,10,26,44,97,67,30,86,17,14,878,703,4
2020,1130,2,11,24,50,137,89,18,99,17,12,1021,611,1
2020,1130,2,12,33,41,184,66,19,82,27,11,1012,479,11
2020,1130,2,13,37,34,187,60,20,75,25,11,816,410,23
2020,1130,2,14,32,35,201,56,16,52,13,10,651,358,22
2020,1130,2,15,34,30,206,87,23,73,19,6,781,376,29
2020,1130,2,16,27,27,221,67,13,72,9,11,1145,375,29
2020,1130,2,17,73,36,367,68,17,69,13,8,1459,471,78
2021,1130,2,1,2,1,37,1,7,3,0,0,1146,84,0
2021,1130,2,2,2,7,38,6,3,14,1,0,942,196,0
2021,1130,2,3,3,4,42,7,6,7,3,2,922,235,2
2021,1130,2,4,1,7,39,5,3,14,5,0,819,224,1
2021,1130,2,5,5,12,54,25,12,15,6,4,803,373,3
2021,1130,2,6,17,25,115,33,19,33,14,6,733,488,1
2021,1130,2,7,18,21,122,78,16,46,11,8,644,784,4
2021,1130,2,8,42,40,101,76,29,68,18,8,680,882,0
2021,1130,2,9,21,44,95,72,26,68,26,15,666,840,1
2021,1130,2,10,28,45,94,65,30,88,20,13,810,739,3
2021,1130,2,11,23,49,125,87,24,92,17,14,988,615,2
2021,1130,2,12,29,38,184,76,15,90,25,10,1064,511,7
2021,1130,2,13,36,37,183,64,20,71,19,13,835,423,22
2021,1130,2,14,40,33,194,53,20,55,19,13,639,374,20
2021,1130,2,15,31,33,197,68,18,63,19,3,801,377,21
2021,1130,2,16,25,26,213,76,17,80,12,12,1002,385,35
2021,1130,2,17,76,38,402,81,20,76,16,8,1539,472,68
2022,1130,2,1,3,1,40,4,4,5,1,0,1115,63,0
2022,1130,2,2,2,8,37,8,4,14,0,0,1020,216,0
2022,1130,2,3,3,0,42,8,6,6,4,2,898,235,0
2022,1130,2,4,2,9,40,6,4,14,3,0,838,239,3
2022,1130,2,5,5,11,62,18,8,16,9,2,811,328,2
2022,1130,2,6,13,23,117,36,20,21,11,3,713,494,1
2022,1130,2,7,20,17,130,79,20,45,13,8,665,768,3
2022,1130,2,8,34,40,101,72,22,59,16,7,680,877,1
2022,1130,2,9,29,47,108,92,26,81,26,13,667,860,1
2022,1130,2,10,25,48,91,65,34,84,18,11,769,760,3
2022,1130,2,11,26,47,116,79,25,98,17,16,971,655,3
2022,1130,2,12,23,44,161,81,19,89,25,9,1041,536,4
2022,1130,2,13,32,34,192,63,17,77,20,15,861,415,20
2022,1130,2,14,44,30,188,58,17,48,22,9,666,388,23
2022,1130,2,15,34,33,198,64,20,61,13,5,769,362,19
2022,1130,2,16,25,27,199,77,18,75,9,9,850,371,39
2022,1130,2,17,75,40,403,92,22,85,21,14,1623,490,62
2023,1130,2,1,1,3,33,2,5,4,2,0,1149,93,0
2023,1130,2,2,3,7,38,7,4,13,1,0,1033,250,0
2023,1130,2,3,1,1,45,8,6,5,3,2,913,295,0
2023,1130,2,4,3,9,43,9,3,13,5,0,845,294,3
2023,1130,2,5,2,10,56,13,11,17,10,4,861,372,2
2023,1130,2,6,14,20,102,41,18,20,11,3,739,568,2
2023,1130,2,7,24,16,138,66,21,42,15,12,663,803,2
2023,1130,2,8,29,40,129,75,23,59,16,9,691,953,2
2023,1130,2,9,30,44,109,84,28,76,26,12,692,953,1
2023,1130,2,10,24,50,92,64,36,78,24,11,724,814,1
2023,1130,2,11,27,46,113,77,22,95,15,14,935,724,4
2023,1130,2,12,25,46,144,80,25,94,27,12,1063,619,2
2023,1130,2,13,34,36,186,63,22,71,20,16,918,464,20
2023,1130,2,14,40,33,185,57,13,59,21,7,696,396,19
2023,1130,2,15,36,35,181,61,18,58,12,7,668,369,21
2023,1130,2,16,30,24,207,80,18,76,11,9,861,375,35
2023,1130,2,17,77,39,390,93,25,94,19,11,1651,521,64
2024,1130,2,1,0,2,28,2,4,3,0,0,1102,114,0
2024,1130,2,2,5,4,37,9,5,8,3,0,1046,251,0
2024,1130,2,3,0,5,45,6,5,7,0,1,904,294,0
2024,1130,2,4,1,6,41,9,4,12,5,1,865,315,3
2024,1130,2,5,4,9,59,17,11,16,7,4,840,391,1
2024,1130,2,6,13,20,110,28,18,15,8,5,692,534,2
2024,1130,2,7,17,13,128,73,24,39,15,10,702,767,2
2024,1130,2,8,31,36,126,77,24,54,14,9,656,974,1
2024,1130,2,9,31,52,109,92,25,75,20,14,688,970,0
2024,1130,2,10,23,53,98,54,31,80,25,7,696,843,1
2024,1130,2,11,23,40,108,87,33,90,20,17,879,761,4
2024,1130,2,12,30,46,133,79,23,100,21,11,1041,629,2
2024,1130,2,13,31,41,191,65,23,76,26,12,956,493,12
2024,1130,2,14,39,33,174,57,15,60,19,7,736,409,20
2024,1130,2,15,34,29,186,51,15,57,12,11,636,356,21
2024,1130,2,16,27,28,198,82,21,69,13,7,781,367,28
2024,1130,2,17,70,42,380,102,23,105,17,10,1672,545,62
2025,1130,2,1,0,1,23,1,5,3,1,0,1053,125,0
2025,1130,2,2,6,4,42,7,5,6,4,0,1087,249,0
2025,1130,2,3,0,6,45,7,5,9,0,0,908,322,0
2025,1130,2,4,2,6,44,9,6,13,4,2,902,360,2
2025,1130,2,5,4,6,60,19,11,21,8,2,845,425,1
2025,1130,2,6,10,21,102,26,18,17,9,7,710,550,2
2025,1130,2,7,25,17,149,76,18,38,15,8,698,693,2
2025,1130,2,8,27,31,127,73,23,54,20,11,666,987,1
2025,1130,2,9,33,52,110,97,29,75,15,12,696,1020,1
2025,1130,2,10,19,46,92,62,36,75,27,8,657,875,0
2025,1130,2,11,25,45,96,67,26,98,21,18,881,812,5
2025,1130,2,12,25,43,140,91,25,96,18,11,1013,629,0
2025,1130,2,13,33,43,173,66,22,78,25,10,975,523,9
2025,1130,2,14,41,32,176,53,18,60,18,9,783,427,18
2025,1130,2,15,31,32,178,52,17,51,12,10,620,357,21
2025,1130,2,16,36,31,187,81,20,69,15,6,699,358,25
2025,1130,2,17,64,40,412,107,24,112,18,12,1767,588,59
2008,1140,2,1,0,2,43,4,1,2,3,5,1779,91,0
2008,1140,2,2,1,6,50,4,3,8,7,1,1532,188,2
2008,1140,2,3,13,8,70,11,4,6,6,3,1536,218,2
