Lebendgeburten in Wien gemeldeter Personen nach Geschlecht des Kindes und Alter der Mutter seit 2002 - Wien | Live births of residents in Vienna by sex of child and age of mother since 2002 - Vienna
NUTS;DISTRICT_CODE;SUB_DISTRICT_CODE;REF_YEAR;REF_DATE;SEX;AGE;BIR
AT13;90000;90000;2022;2022;2;37;449
AT13;90000;90000;2022;2022;2;38;352
AT13;90000;90000;2022;2022;2;39;289
AT13;90000;90000;2022;2022;2;40;219
AT13;90000;90000;2022;2022;2;41;137
AT13;90000;90000;2022;2022;2;42;91
AT13;90000;90000;2022;2022;2;43;60
AT13;90000;90000;2022;2022;2;44;28
AT13;90000;90000;2022;2022;2;45;18
AT13;90000;90000;2022;2022;2;46;12
AT13;90000;90000;2022;2022;2;47;5
AT13;90000;90000;2022;2022;2;48;4
AT13;90000;90000;2022;2022;2;49;3
AT13;90000;90000;2022;2022;2;50;2
AT13;90000;90000;2023;2023;1;15;3
AT13;90000;90000;2023;2023;1;16;10
AT13;90000;90000;2023;2023;1;17;18
AT13;90000;90000;2023;2023;1;18;43
AT13;90000;90000;2023;2023;1;19;84
AT13;90000;90000;2023;2023;1;20;136
AT13;90000;90000;2023;2023;1;21;147
AT13;90000;90000;2023;2023;1;22;215
AT13;90000;90000;2023;2023;1;23;254
AT13;90000;90000;2023;2023;1;24;273
AT13;90000;90000;2023;2023;1;25;344
AT13;90000;90000;2023;2023;1;26;384
AT13;90000;90000;2023;2023;1;27;457
AT13;90000;90000;2023;2023;1;28;492
AT13;90000;90000;2023;2023;1;29;522
AT13;90000;90000;2023;2023;1;30;571
AT13;90000;90000;2023;2023;1;31;653
AT13;90000;90000;2023;2023;1;32;678
AT13;90000;90000;2023;2023;1;33;654
AT13;90000;90000;2023;2023;1;34;594
AT13;90000;90000;2023;2023;1;35;603
AT13;90000;90000;2023;2023;1;36;467
AT13;90000;90000;2023;2023;1;37;471
AT13;90000;90000;2023;2023;1;38;367
AT13;90000;90000;2023;2023;1;39;258
AT13;90000;90000;2023;2023;1;40;216
AT13;90000;90000;2023;2023;1;41;157
AT13;90000;90000;2023;2023;1;42;107
AT13;90000;90000;2023;2023;1;43;51
AT13;90000;90000;2023;2023;1;44;32
AT13;90000;90000;2023;2023;1;45;23
AT13;90000;90000;2023;2023;1;46;11
AT13;90000;90000;2023;2023;1;47;5
AT13;90000;90000;2023;2023;1;48;5
AT13;90000;90000;2023;2023;1;49;4
AT13;90000;90000;2023;2023;1;50;9
AT13;90000;90000;2023;2023;2;16;7
AT13;90000;90000;2023;2023;2;17;17
AT13;90000;90000;2023;2023;2;18;48
AT13;90000;90000;2023;2023;2;19;61
AT13;90000;90000;2023;2023;2;20;129
AT13;90000;90000;2023;2023;2;21;143
AT13;90000;90000;2023;2023;2;22;185
AT13;90000;90000;2023;2023;2;23;224
AT13;90000;90000;2023;2023;2;24;293
AT13;90000;90000;2023;2023;2;25;327
AT13;90000;90000;2023;2023;2;26;369
AT13;90000;90000;2023;2023;2;27;441
AT13;90000;90000;2023;2023;2;28;472
AT13;90000;90000;2023;2023;2;29;507
AT13;90000;90000;2023;2023;2;30;531
AT13;90000;90000;2023;2023;2;31;587
AT13;90000;90000;2023;2023;2;32;594
AT13;90000;90000;2023;2023;2;33;637
AT13;90000;90000;2023;2023;2;34;583
AT13;90000;90000;2023;2023;2;35;555
AT13;90000;90000;2023;2023;2;36;483
AT13;90000;90000;2023;2023;2;37;389
AT13;90000;90000;2023;2023;2;38;346
AT13;90000;90000;2023;2023;2;39;279
AT13;90000;90000;2023;2023;2;40;203
AT13;90000;90000;2023;2023;2;41;142
AT13;90000;90000;2023;2023;2;42;81
AT13;90000;90000;2023;2023;2;43;48
AT13;90000;90000;2023;2023;2;44;36
AT13;90000;90000;2023;2023;2;45;18
AT13;90000;90000;2023;2023;2;46;5
AT13;90000;90000;2023;2023;2;47;6
AT13;90000;90000;2023;2023;2;48;3
AT13;90000;90000;2023;2023;2;49;1
AT13;90000;90000;2023;2023;2;50;4
AT13;90000;90000;2024;2024;1;14;1
AT13;90000;90000;2024;2024;1;15;3
AT13;90000;90000;2024;2024;1;16;3
AT13;90000;90000;2024;2024;1;17;13
AT13;90000;90000;2024;2024;1;18;46
AT13;90000;90000;2024;2024;1;19;92
AT13;90000;90000;2024;2024;1;20;128
AT13;90000;90000;2024;2024;1;21;169
AT13;90000;90000;2024;2024;1;22;222
AT13;90000;90000;2024;2024;1;23;279
AT13;90000;90000;2024;2024;1;24;323
AT13;90000;90000;2024;2024;1;25;366
AT13;90000;90000;2024;2024;1;26;395
AT13;90000;90000;2024;2024;1;27;542
AT13;90000;90000;2024;2024;1;28;525
AT13;90000;90000;2024;2024;1;29;615
AT13;90000;90000;2024;2024;1;30;614
AT13;90000;90000;2024;2024;1;31;664
AT13;90000;90000;2024;2024;1;32;634
AT13;90000;90000;2024;2024;1;33;685
AT13;90000;90000;2024;2024;1;34;617
AT13;90000;90000;2024;2024;1;35;645
AT13;90000;90000;2024;2024;1;36;510
AT13;90000;90000;2024;2024;1;37;452
AT13;90000;90000;2024;2024;1;38;344
AT13;90000;90000;2024;2024;1;39;303
AT13;90000;90000;2024;2024;1;40;259
AT13;90000;90000;2024;2024;1;41;156
AT13;90000;90000;2024;2024;1;42;97
AT13;90000;90000;2024;2024;1;43;52
AT13;90000;90000;2024;2024;1;44;25
AT13;90000;90000;2024;2024;1;45;19
AT13;90000;90000;2024;2024;1;46;8
AT13;90000;90000;2024;2024;1;47;13
AT13;90000;90000;2024;2024;1;48;7
AT13;90000;90000;2024;2024;1;49;2
AT13;90000;90000;2024;2024;1;50;6
AT13;90000;90000;2024;2024;2;14;1
AT13;90000;90000;2024;2024;2;15;1
AT13;90000;90000;2024;2024;2;16;6
AT13;90000;90000;2024;2024;2;17;17
AT13;90000;90000;2024;2024;2;18;39
AT13;90000;90000;2024;2024;2;19;86
AT13;90000;90000;2024;2024;2;20;117
AT13;90000;90000;2024;2024;2;21;195
AT13;90000;90000;2024;2024;2;22;200
AT13;90000;90000;2024;2024;2;23;272
AT13;90000;90000;2024;2024;2;24;305
AT13;90000;90000;2024;2024;2;25;371
AT13;90000;90000;2024;2024;2;26;397
AT13;90000;90000;2024;2024;2;27;433
AT13;90000;90000;2024;2024;2;28;497
AT13;90000;90000;2024;2024;2;29;515
AT13;90000;90000;2024;2024;2;30;569
AT13;90000;90000;2024;2024;2;31;579
AT13;90000;90000;2024;2024;2;32;631
AT13;90000;90000;2024;2024;2;33;611
AT13;90000;90000;2024;2024;2;34;665
AT13;90000;90000;2024;2024;2;35;552
AT13;90000;90000;2024;2024;2;36;525
AT13;90000;90000;2024;2024;2;37;447
AT13;90000;90000;2024;2024;2;38;359
AT13;90000;90000;2024;2024;2;39;258
AT13;90000;90000;2024;2024;2;40;227
AT13;90000;90000;2024;2024;2;41;144
AT13;90000;90000;2024;2024;2;42;93
AT13;90000;90000;2024;2024;2;43;50
AT13;90000;90000;2024;2024;2;44;28
AT13;90000;90000;2024;2024;2;45;17
AT13;90000;90000;2024;2024;2;46;13
AT13;90000;90000;2024;2024;2;47;4
AT13;90000;90000;2024;2024;2;48;4
AT13;90000;90000;2024;2024;2;49;1
AT13;90000;90000;2024;2024;2;50;7
